Sentence,Sentiment
particip at ani of the book discuss or other special event or visitor to the car dealership were elig to enter the draw for the silver four-door altima,neutral
oper cash flow after invest total eur mn compar to eur mn in the correspond period in,negative
welcom !,neutral
finnish communic electron compon supplier scanfil oyj tuesday said sale in the first half of will be lower than dure the same period a year ago,negative
previous grimaldi held a pct stake in the finnish compani follow the takeov bid launch in novemb,neutral
compar with the ftse index which rose point or on the day this was a relat price chang of -,negative
british american tobacco first-half sale hurt by currenc move,negative
boomerang boat oy specialis in boat build and design manufactur and sell customis rigid inflat boat rib primarili for the baltic sea market,neutral
the pilot project prove that rifd technolog is ideal for our purpos comment olli saarinen materi handl supervisor at yara,positive
yndx and the price of some stock was time lower then annual earn i could not resist i was buy when everyon was sell,positive
in addit kone sign a two-year mainten contract for the escal,positive
accord to the compani the lay-off will be temporari,neutral
shire share price under pressur after bn baxalta deal,negative
technopoli and the st petersburg govern sign a cooper memorandum in octob to set up a techno-park in the neudorf product zone in the villag of strelni in the st petersburg suburb,positive
also lemminkñinen s profit for account period went up to eur mn from eur - mn a year ago,positive
it s even a littl bit higher than yara s multipl on itself an analyst in helsinki said,neutral
cf pti ltd becam a substanti holder in renison consolid mine nl on januari with million share pc,neutral
the cost of the new ropax vessel are lower than those of the present one,positive
complet name of sharehold otto henrik bernhard nyberg for further inform pleas contact maija-liisa friman ceo tel,neutral
earn per share ep amount to a loss of eur,negative
the event can also be view as a live webcast at,neutral
finnish bank pohjola bank plc hel poh said today that it will issu a eur million usd m index-link bond pohjola tutkimuksen tahdet viii- pohjola research star viii- on octob,neutral
credit suiss poach prudenti thiam for asian push,positive
the administr have indic a need for job cut at the irish insur over the next month,negative
gps gap septemb compar store sale -,negative
the compani expect it net sale for the whole to remain below the level,negative
as a result of the negoti the employ of blue - and white-collar employe at the oulu plant would be termin,negative
nflx easi pop to by end of feb then steadi as she goe for into second earn report year end no matter what,positive
dilut loss per share stood at eur versus eur,positive
the period-end cash and cash equival total eur m compar to eur m in the previous year,negative
as a result of these transact the aggreg hold of burril life scienc capit fund lp has decreas below per cent of the total number of share and vote of the compani,neutral
stx move off the bottom but still in bear market datasecur emc sndk wdc,negative
slump in weir lead ftse down from record high,negative
oper profit fell to eur mn from eur mn in,negative
homebuild - ryl break below support watch this one spi,negative
- net sale for the period are expect to fall well below that of last year and the result after non-recur item is expect to be in the red,negative
aviva fine million by uk regul over fee fail,negative
the compani doe not disclos the sum it appli for,neutral
oper profit total eur mn down from eur mn in the correspond period in,negative
through it partnership with finnish paulig s danish subsidiari oscar puljonki acquir a sale organ in the european market,neutral
finnish steel maker rautaruukki oyj hel rtrks or ruukki said today it net loss contract to eur million usd m for the first nine month of from eur million for the same period a year ago,positive
as an altern to the share exchang panostaja offer a full cash consider at the valu of euro per share,neutral
ea launch origin onlin game distribut for mac via macrumor ea,positive
