,Sentence,Sentiment
5374,finnish metal product compani componenta oyj hel cthv said today it net loss narrow to eur usd in the last quarter of from eur million for the same period a year earlier,positive
5375,vike will pay eur million for the new ship which will be complet in januari,neutral
5376,rautaruukki aim to find work from the group s other locat for those who have been made redund,neutral
5377,accord to the compani in addit to normal season fluctuat the market situat has weaken dure autumn,negative
5378,accord to arokarhu some of the purchas that had been scan into the cash regist comput disappear when the total sum key was press,negative
5379,their name have not yet been releas,neutral
5380,also it is bring in the right kind of peopl to upgrad it human resourc,positive
5381,kesko has previous publish a stock exchang releas concern the deal on februari,neutral
5382,updat -ex-barclay director accus by us of illeg tip to plumber,negative
5383,lg complet uk largest medic underwritten bulk pension risk deal,positive
5384,lassila tikanoja s oper profit exclud non-recur and imput item for the second quarter was eur m down from eur m a year ago,neutral
5385,honkarakenn main export larg luxuri log hous to russia to be use as one-famili hous or holiday home of sale go to the moscow region about to the st petersburg region and the remaind to other locat,neutral
5386,the valu of the deal was not disclos,neutral
5387,hkscan headquart in turku finland is a lead northern european food group with employe in nine countri,neutral
5388,tsla i see more downsid in next two week be care - dollar drop potenti vs up move,negative
5389,they would invest not onli in the physic infrastructur but would also provid know-how for manag and develop scienc and technolog park said sunris valley director andrius bagdona,positive
5390,favour currenc rate also contribut to higher net sale ceo kari kauniskanga said,positive
5391,nest oil corpor refin oper asset summari report summari nest oil corpor refin oper asset summari report is an essenti sourc for compani data and inform,neutral
5392,union and compani offici did not return call yesterday,neutral
5393,adp news - finnish handl system provid cargotec oyj hel cgcbv announc on friday it won order worth eur million usd m to deliv linkspan to jordan morocco and ireland,positive
5394,german commerzbank ag s hamburg branch and us jp morgan nyse jpm particip as arrang and dutch ing am inga as co-arrang,neutral
5395,global life scienc industri is strict regul by intern and nation author,neutral
5396,tieto offer aktia a good foundat and the requir support servic for implement the updat project say juha volotinen respons for aktia s web servic,positive
5397,the compani will build altogeth new substat by the end of this year,neutral
5398,tiimari the finnish retail report to have geenrat quarter revenu total eur mn in the th quarter up from eur mn loss in,positive
5399,his resign will take effect immedi,neutral
5400,her work at netapp includ strateg reposit the brand in the categori and a major global relaunch,neutral
5401,no financi detail were avail,neutral
5402,follow the divest fiskar s outdoor unit will compris the brand gerber silva and buster and will focus on multi-tool knive compass mobil light pedomet and aluminium boat,neutral
5403,cf pti ltd becam a substanti holder in renison consolid mine nl on januari with million share pc,neutral
5404,at cet arcelormitt had lost to eur on euronext pari come at the lead of the blue-chip faller,negative
5405,and ogden report will shell out million,neutral
5406,gale breakout come soon!,positive
5407,a in august latvija finieri order all product line for a new green veneer mill to be built in ukmerg central lithuania,neutral
5408,foundri divis report it sale increas by to eur mn from eur mn in the correspond period in and sale of the machin shop divis increas by to eur mn from eur mn in the correspond period in,positive
5409,sp downgrad barclay and rbs on govern bailout fear,negative
5410,finnish high technolog provid vaahto group report net sale of eur mn in the account period septemb - februari an increas of from a year earlier,positive
5411,bbri both mm trend turn bullish today with a resist level at,positive
5412,isolation anoth sell rate sell rate on spi qqq iwm and sever compani aapl axp bac blue fxe,negative
5413,the expand compani will continu to be call newpag,neutral
5414,the compani said that sale in the three month to the end of march slid to eur m us m from eur m last year,neutral
5415,finnish energi compani fortum has set itself new stricter target limit for short-term carbon dioxid emiss from it heat and electr product,neutral
5416,the refin margin for the year was - bbl compar to - bbl in the prior year,positive
5417,prgn a bottom right here,neutral
5418,oper profit rose to eur mn from eur mn in the correspond period in,positive
5419,tsla weakest in today dt watchlist,negative
5420,tesla voluntari recal of model x vehicl due to back seat issu tsla,negative
5421,the manufactur will begin in pietarsaari in the begin of the year and the deliveri will take place in octob,neutral
5422,finnish electron contract manufactur scanfil report net sale of eur mn in down from eur mn in,neutral
5423,the custom will have an access to integr propel and gear packag from one sourc,neutral
5424,the add-on order contain among other control valv and instrument as well as complet mill engin and electrif with metso drive control,neutral
5425,yit lodg counter claim against nest oil total some eurm primarili base on work carri out under the contract and addit cost incur due to prolong of the project,negative
5426,the reduct will be implement main in the cours of the first half of,neutral
5427,uvxi put the chum out there at key support then next level down - care,negative
