,Sentence,Sentiment
5214,The company s scheduled traffic measured in revenue passenger kilometres RPK grew by just over and nearly more passengers were carried on scheduled flights than in February,positive
5215,Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal,positive
5216,EBAY e-bay bay! working on a couple daily dojis should continue to the downside,negative
5217,Royal Mail gets mixed bag from Ofcom postal regulation report,neutral
5218,Ragutis which is based in Lithuania s second-largest city Kaunas boosted its sales last year per cent to million liters,positive
5219,The trade is in accordance with the agreement announced on March,neutral
5220,Initial estimated total value of the contract was Euros excluding VAT,neutral
5221,Shell and BG Shareholders to Vote on Deal at End of January,neutral
5222,After completion of the acquisition Poyry s oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle including deepwater engineering services,neutral
5223,Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB AFFECTO LIETUVA for financial systems software package,positive
5224,The order was worth EUR mn,neutral
5225,IBM staying strong,positive
5226,CRUS Upgraded to a buy by Alpha Street Research,positive
5227,Apple up almost from its February lows with very little fanfare AAPL,positive
5228,Rio Tinto swings to loss drops dividend policy,negative
5229,Cision says the sale will return its UK operation to profitability,positive
5230,Isolationism Another Sell Rating Sell Ratings On SPY QQQ IWM And Several Companies AAPL APPLE AXP BAC,negative
5231,Due to the rapid decrease in net sales personnel reductions have been carried out on a wider scale than initially expected,negative
5232,In sales volume Coca-Cola s market share has decreased by to,neutral
5233,LT s net profit for the whole dropped to EUR million from EUR million for,negative
5234,The order consists of outsourced application management support and planning for Tecnotree and third-party applications,neutral
5235,Group net sales in the third quarter of totaled EUR mn and operating profit EUR mn,neutral
5236,Vaisala headquartered in Helsinki in Finland develops and manufactures electronic measurement systems for meteorology environmental sciences traffic and industry,neutral
5237,SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,positive
5238,Finnlines estimated in its annual general meeting that will be financially a tough year due to large investments,neutral
5239,Furthermore the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars,neutral
5240,Sales of mid-strength beer decreased by,neutral
5241,ABN now represent of the voting rights and share capital of Citycon Oyj,neutral
5242,The company has employees and annual sales of approximately EURm,neutral
5243,According to M-real s CEO Mikko Helander this transaction will enable the company to proceed swiftly with its restructuring program,positive
5244,BABA may take a few days wks months watch what happened to FB TWTR after they IPO mrkt needs to washout to hunt well need wait stalk,neutral
5245,In the deal is likely to bring savings of EUR mn-mn,positive
5246,New Delhi July -- Sahlberg Teppo Kallio Timo and Mustonen Tuomas of M Real OYJ Espoo Finland have developed novel markings and methods of producing the same,neutral
5247,International operations accounted for over of net sales,neutral
5248,These financing arrangements will enable the company to ensure in line with its treasury policy that it has sufficient financial instruments at its disposal for its potential capital requirements,positive
5249,GILD chart With IBB back over support,positive
5250,As a result of the negotiations the employment of blue - and white-collar employees at the Oulu plant would be terminated,neutral
5251,Operating loss amounted to EUR mn compared to a profit of EUR mn in the second quarter of,negative
5252,The order also includes extensive maintenance work of a shoe press delivered by Vaahto in,neutral
5253,Thanks to the internet consumers compare products more than previously and Finnish companies are not competitive,neutral
5254,Operating profit totalled EUR mn up from a loss of EUR mn in the fourth quarter of,positive
5255,The real estate company posted a net loss of ó xa -¼ million ó xa -¼ per share compared with a net profit of ó xa -¼ million ó xa -¼ per share for the corresponding quarter of,negative
5256,Earnings per share EPS amounted to a loss of EUR,negative
5257,The biggest sellers in the chain s supermarkets in Finland are organic Pirkka tomatoes carrots eggs and meat products,neutral
5258,AAPL long,positive
5259,The divestment of Raisio s margarine business in May gave the company a clearer focus on grain-based products,positive
5260,The total value of the project is valued at SEK bn EUR bn USD bn,neutral
5261,CGrantWSJ I think this TSLA bubble might go on for some time So long as ppl love the cars they might keep getting funding,positive
5262,When the product is manufactured in Finland it is also packed in the country,neutral
5263,LUV Continues to consolidate above previous break out area,positive
5264,I m not sure what s happening,neutral
5265,ADP News - Nov - Finnish AC drives manufacturer Vacon Oyj OMX VACV said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe,positive
5266,Nokia has inaugurated its manufacturing plant near Chennai on Mar,neutral
